[INFO] 2024-11-30 13:36:04,290 >>	top of script
[INFO] 2024-11-30 13:39:35,790 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\misconception_mapping.csv
[INFO] 2024-11-30 13:39:35,794 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\sample_submission.csv
[INFO] 2024-11-30 13:39:35,798 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\test.csv
[INFO] 2024-11-30 13:39:35,803 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\train.csv
[INFO] 2024-11-30 13:39:51,222 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\misconception_mapping.csv
[INFO] 2024-11-30 13:39:51,227 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\sample_submission.csv
[INFO] 2024-11-30 13:39:51,230 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\test.csv
[INFO] 2024-11-30 13:39:51,234 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\train.csv
[INFO] 2024-11-30 14:52:14,936 >>	top of script
[INFO] 2024-11-30 14:52:14,936 >>	top of script
[INFO] 2024-11-30 14:52:14,970 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\misconception_mapping.csv
[INFO] 2024-11-30 14:52:14,970 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\misconception_mapping.csv
[INFO] 2024-11-30 14:52:14,975 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\sample_submission.csv
[INFO] 2024-11-30 14:52:14,975 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\sample_submission.csv
[INFO] 2024-11-30 14:52:14,983 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\test.csv
[INFO] 2024-11-30 14:52:14,983 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\test.csv
[INFO] 2024-11-30 14:52:14,990 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\train.csv
[INFO] 2024-11-30 14:52:14,990 >>	C:/ai_ml/kaggle/eedi-mining/eedi-mining-misconceptions-in-mathematics\train.csv
[INFO] 2024-11-30 15:30:42,138 >>	top of script
[INFO] 2024-11-30 15:30:42,138 >>	top of script
[INFO] 2024-11-30 15:30:42,138 >>	top of script
